# BUSCO version is: 5.0.0 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of species: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
124962at7742	Complete	ptg000753l_1	1613534	1634524	-	984.4	614	https://www.orthodb.org/v10?query=124962at7742	splicing factor 3A subunit 1
125127at7742	Complete	ptg000031l_1	4998621	5005360	-	761.3	529	https://www.orthodb.org/v10?query=125127at7742	NCK-interacting protein with SH3 domain
125236at7742	Complete	ptg000127l_1	20236	22260	-	975.5	511	https://www.orthodb.org/v10?query=125236at7742	fidgetin-like protein 1
125500at7742	Complete	ptg000203l_1	2286832	2298103	+	847.6	581	https://www.orthodb.org/v10?query=125500at7742	acyl-CoA oxidase 3, pristanoyl 
125886at7742	Complete	ptg000643l_1	3008048	3027309	-	1184.3	796	https://www.orthodb.org/v10?query=125886at7742	Aminoadipate-semialdehyde dehydrogenase
125985at7742	Complete	ptg000412l_1	893989	1046713	-	643.5	430	https://www.orthodb.org/v10?query=125985at7742	rho GTPase-activating protein 18
126277at7742	Complete	ptg000091l_1	4614914	4656683	+	751.2	408	https://www.orthodb.org/v10?query=126277at7742	amyloid protein-binding protein 2
126306at7742	Complete	ptg001172l_1	294599	331904	-	1256.5	682	https://www.orthodb.org/v10?query=126306at7742	lysine-specific histone demethylase 1B
126329at7742	Complete	ptg001031l_1	2494255	2504945	-	1105.4	610	https://www.orthodb.org/v10?query=126329at7742	probable ATP-dependent RNA helicase DDX23
126446at7742	Complete	ptg001075l_1	460062	473941	+	670.8	476	https://www.orthodb.org/v10?query=126446at7742	general transcription factor 3C polypeptide 2
126473at7742	Complete	ptg001920l_1	305200	324066	+	840.0	443	https://www.orthodb.org/v10?query=126473at7742	kelch-like protein 12
126566at7742	Complete	ptg000845l_1	2979339	3001061	+	814.2	518	https://www.orthodb.org/v10?query=126566at7742	Serine active site containing 1
126705at7742	Complete	ptg000385l_1	2335555	2350132	-	832.7	800	https://www.orthodb.org/v10?query=126705at7742	Zinc finger CCCH-type containing 4
126913at7742	Complete	ptg000382l_1	5059824	5094524	-	1037.8	646	https://www.orthodb.org/v10?query=126913at7742	KAT8 regulatory NSL complex subunit 3 isoform X1
127291at7742	Complete	ptg002140l_1	379017	556531	-	882.0	439	https://www.orthodb.org/v10?query=127291at7742	tubulin polyglutamylase TTLL11
127392at7742	Complete	ptg000031l_1	9306198	9312748	-	1098.8	537	https://www.orthodb.org/v10?query=127392at7742	Choline dehydrogenase
127445at7742	Fragmented	ptg001394l_1	107515	119567	+	634.4	395	https://www.orthodb.org/v10?query=127445at7742	kelch-like protein 17
127587at7742	Complete	ptg000336l_1	5437327	5495487	-	822.8	450	https://www.orthodb.org/v10?query=127587at7742	SUMO-activating enzyme subunit 2
127789at7742	Complete	ptg000138l_1	2360537	2384407	+	840.4	487	https://www.orthodb.org/v10?query=127789at7742	Pyridine nucleotide-disulphide oxidoreductase domain 2
127830at7742	Complete	ptg000729l_1	396661	398652	+	710.6	509	https://www.orthodb.org/v10?query=127830at7742	transcriptional regulator Kaiso
127929at7742	Complete	ptg001075l_1	730228	736258	-	685.6	473	https://www.orthodb.org/v10?query=127929at7742	transmembrane protein 214
128068at7742	Complete	ptg000620l_1	796715	830561	+	690.2	407	https://www.orthodb.org/v10?query=128068at7742	oncoprotein-induced transcript 3 protein
128255at7742	Complete	ptg000576l_1	503960	572787	-	1087.7	609	https://www.orthodb.org/v10?query=128255at7742	Intraflagellar transport 81
128299at7742	Complete	ptg002730l_1	40436	53506	-	1071.7	544	https://www.orthodb.org/v10?query=128299at7742	protein fem-1 homolog B
128396at7742	Complete	ptg000699l_1	4497126	4522240	+	520.2	368	https://www.orthodb.org/v10?query=128396at7742	eukaryotic translation initiation factor 2-alpha kinase 1
128400at7742	Complete	ptg000647l_1	1724027	1759650	+	865.4	508	https://www.orthodb.org/v10?query=128400at7742	MICOS complex subunit MIC60
128421at7742	Complete	ptg000723l_1	4323820	4696395	-	1053.0	539	https://www.orthodb.org/v10?query=128421at7742	FAS-associated factor 1
128562at7742	Complete	ptg000489l_1	3266421	3369915	-	750.7	484	https://www.orthodb.org/v10?query=128562at7742	coiled-coil domain-containing protein 93
128709at7742	Complete	ptg000225l_1	7606851	7693513	+	817.2	514	https://www.orthodb.org/v10?query=128709at7742	KIF1-binding protein
128712at7742	Complete	ptg000010l_1	540074	566225	-	1022.5	516	https://www.orthodb.org/v10?query=128712at7742	frizzled-6
128901at7742	Complete	ptg000736l_1	2538756	2739364	+	657.5	459	https://www.orthodb.org/v10?query=128901at7742	Integrin alpha FG-GAP repeat containing 1
128918at7742	Complete	ptg001724l_1	1371560	1374528	-	788.4	464	https://www.orthodb.org/v10?query=128918at7742	TBC1 domain family member 24 isoform X1
129039at7742	Complete	ptg002753l_1	162050	167578	-	534.3	432	https://www.orthodb.org/v10?query=129039at7742	Transforming growth factor beta regulator 4
129046at7742	Missing
129053at7742	Complete	ptg000647l_1	1357441	1377927	+	1031.7	533	https://www.orthodb.org/v10?query=129053at7742	Ring finger protein 103
129062at7742	Complete	ptg002841l_1	165788	173797	-	868.0	829	https://www.orthodb.org/v10?query=129062at7742	inactive dual specificity phosphatase 27
129214at7742	Complete	ptg000107l_1	4204633	4455975	-	1214.1	724	https://www.orthodb.org/v10?query=129214at7742	probable ATP-dependent RNA helicase DDX10
129684at7742	Complete	ptg000699l_1	8248608	8260228	+	757.2	438	https://www.orthodb.org/v10?query=129684at7742	scavenger receptor cysteine-rich domain-containing group B protein
129835at7742	Complete	ptg001171l_1	1041416	1143789	-	563.3	399	https://www.orthodb.org/v10?query=129835at7742	mitochondrial ribonuclease P protein 3
129880at7742	Complete	ptg001724l_1	338928	352078	+	505.8	353	https://www.orthodb.org/v10?query=129880at7742	Ankyrin repeat and sterile alpha motif domain containing 3
129936at7742	Complete	ptg000121l_1	942772	985097	-	1071.1	762	https://www.orthodb.org/v10?query=129936at7742	protein CIP2A
129939at7742	Complete	ptg000245l_1	1414503	1787482	-	297.0	411	https://www.orthodb.org/v10?query=129939at7742	DNA repair-scaffolding protein
129943at7742	Complete	ptg001349l_1	2153919	2156171	-	723.6	509	https://www.orthodb.org/v10?query=129943at7742	FAST kinase domain-containing protein 5
129979at7742	Complete	ptg000339l_1	1301860	1321838	+	1172.1	604	https://www.orthodb.org/v10?query=129979at7742	Crooked neck pre-mRNA splicing factor 1
130025at7742	Complete	ptg001883l_1	947531	975720	-	189.7	188	https://www.orthodb.org/v10?query=130025at7742	PWWP domain-containing protein 2A
130062at7742	Complete	ptg001065l_1	3513873	3535619	-	988.2	503	https://www.orthodb.org/v10?query=130062at7742	Zinc finger and BTB domain containing 44
130125at7742	Complete	ptg000634l_1	1469980	1474478	-	922.4	534	https://www.orthodb.org/v10?query=130125at7742	kelch-like protein 36
130130at7742	Complete	ptg000723l_1	6980464	7028153	-	1075.4	633	https://www.orthodb.org/v10?query=130130at7742	nucleoporin NDC1
130161at7742	Complete	ptg000160l_1	742392	783801	+	838.3	689	https://www.orthodb.org/v10?query=130161at7742	exonuclease 1
130337at7742	Complete	ptg000162l_1	3500077	3501930	+	833.5	458	https://www.orthodb.org/v10?query=130337at7742	Muscarinic acetylcholine receptor
130375at7742	Complete	ptg000785l_1	329023	335163	+	985.2	490	https://www.orthodb.org/v10?query=130375at7742	negative elongation factor C/D
130415at7742	Complete	ptg001727l_1	189913	211013	-	688.3	456	https://www.orthodb.org/v10?query=130415at7742	Grainyhead like transcription factor 3
130549at7742	Complete	ptg001521l_1	118809	134298	+	1015.5	612	https://www.orthodb.org/v10?query=130549at7742	Protein arginine methyltransferase 9
130943at7742	Missing
131366at7742	Missing
131564at7742	Complete	ptg000880l_1	3145465	3154346	+	592.7	498	https://www.orthodb.org/v10?query=131564at7742	leucine zipper putative tumor suppressor 1
131585at7742	Complete	ptg000743l_1	131624	158412	+	620.1	535	https://www.orthodb.org/v10?query=131585at7742	rho guanine nucleotide exchange factor 37
131719at7742	Complete	ptg000120l_1	2665575	2676504	-	603.8	438	https://www.orthodb.org/v10?query=131719at7742	mcKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin
131817at7742	Complete	ptg000046l_1	4349956	4483523	+	1004.8	520	https://www.orthodb.org/v10?query=131817at7742	A-kinase anchor protein 10, mitochondrial
131825at7742	Complete	ptg000770l_1	3538932	3544459	+	990.1	635	https://www.orthodb.org/v10?query=131825at7742	Calcium homeostasis endoplasmic reticulum protein
131862at7742	Complete	ptg002365l_1	380576	396472	-	844.2	473	https://www.orthodb.org/v10?query=131862at7742	TRMT1-like protein
131898at7742	Complete	ptg000167l_1	268505	304113	-	992.0	511	https://www.orthodb.org/v10?query=131898at7742	TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L
131983at7742	Complete	ptg000356l_1	115908	149699	+	624.2	448	https://www.orthodb.org/v10?query=131983at7742	protein PAT1 homolog 1
131994at7742	Complete	ptg000501l_1	2915583	2917610	+	598.2	468	https://www.orthodb.org/v10?query=131994at7742	kelch-like protein 34
132010at7742	Fragmented	ptg000289l_1	5041	35107	-	462.9	297	https://www.orthodb.org/v10?query=132010at7742	prolyl 4-hydroxylase subunit alpha-3
132224at7742	Complete	ptg000699l_1	1605072	1739150	-	587.4	589	https://www.orthodb.org/v10?query=132224at7742	WD repeat-containing protein 27
132279at7742	Complete	ptg001326l_1	97049	142040	+	842.7	461	https://www.orthodb.org/v10?query=132279at7742	Solute carrier family 5 member 11
132656at7742	Complete	ptg001013l_1	229492	233930	+	1006.7	501	https://www.orthodb.org/v10?query=132656at7742	pannexin-2
132847at7742	Complete	ptg000067l_1	3042003	3061199	-	762.9	633	https://www.orthodb.org/v10?query=132847at7742	tetratricopeptide repeat protein 14
132931at7742	Complete	ptg000382l_1	6834926	6857840	-	928.8	573	https://www.orthodb.org/v10?query=132931at7742	Mitochondrial translational initiation factor 2
132972at7742	Complete	ptg001598l_1	629199	631575	+	833.9	469	https://www.orthodb.org/v10?query=132972at7742	F-box/WD repeat-containing protein 5
133006at7742	Complete	ptg000630l_1	110466	136995	+	749.2	429	https://www.orthodb.org/v10?query=133006at7742	signal recognition particle subunit SRP68
133153at7742	Complete	ptg000374l_1	5387710	5405665	+	894.4	490	https://www.orthodb.org/v10?query=133153at7742	folliculin
133255at7742	Complete	ptg000614l_1	911412	920299	+	792.4	501	https://www.orthodb.org/v10?query=133255at7742	ATP-binding cassette sub-family G member 5
133326at7742	Complete	ptg000845l_1	1779937	1790635	+	953.6	466	https://www.orthodb.org/v10?query=133326at7742	T-complex protein 1 subunit alpha
133596at7742	Complete	ptg000496l_1	1791828	1834233	+	754.2	443	https://www.orthodb.org/v10?query=133596at7742	Pumilio RNA binding family member 3
133604at7742	Complete	ptg000060l_1	6787303	6806097	-	724.4	418	https://www.orthodb.org/v10?query=133604at7742	phosphoacetylglucosamine mutase
133642at7742	Complete	ptg001389l_1	268279	272011	+	675.0	384	https://www.orthodb.org/v10?query=133642at7742	sulfite oxidase, mitochondrial
133692at7742	Complete	ptg001021l_1	14554	46068	+	988.8	515	https://www.orthodb.org/v10?query=133692at7742	Intracisternal A particle-promoted polypeptide
133713at7742	Complete	ptg000907l_1	353289	412735	-	779.8	485	https://www.orthodb.org/v10?query=133713at7742	rho-related BTB domain-containing protein 3
133758at7742	Duplicated	ptg000304l_1	1087969	1142577	+	838.4	896	https://www.orthodb.org/v10?query=133758at7742	Zinc finger and BTB domain containing 24
133758at7742	Duplicated	ptg001447l_1	1109521	1222831	-	873.9	980	https://www.orthodb.org/v10?query=133758at7742	Zinc finger and BTB domain containing 24
133758at7742	Duplicated	ptg001447l_1	993455	1043686	-	874.3	918	https://www.orthodb.org/v10?query=133758at7742	Zinc finger and BTB domain containing 24
133758at7742	Duplicated	ptg001447l_1	2051610	2129884	-	900.9	1084	https://www.orthodb.org/v10?query=133758at7742	Zinc finger and BTB domain containing 24
133877at7742	Complete	ptg000576l_1	1358772	1377704	-	565.1	453	https://www.orthodb.org/v10?query=133877at7742	zinc finger CCHC domain-containing protein 8
133965at7742	Complete	ptg001242l_1	125023	188119	+	801.9	524	https://www.orthodb.org/v10?query=133965at7742	Glutathione S-transferase C-terminal domain containing
133969at7742	Complete	ptg000056l_1	3938151	3964681	+	969.7	491	https://www.orthodb.org/v10?query=133969at7742	Cell division cycle 23
134048at7742	Complete	ptg000815l_1	191864	200000	+	711.1	433	https://www.orthodb.org/v10?query=134048at7742	eukaryotic translation initiation factor 3 subunit D
134188at7742	Complete	ptg000211l_1	2323846	2356258	-	714.2	476	https://www.orthodb.org/v10?query=134188at7742	RAD17 checkpoint clamp loader component
134368at7742	Complete	ptg000745l_1	449916	599548	-	747.8	543	https://www.orthodb.org/v10?query=134368at7742	biotin--protein ligase
134433at7742	Complete	ptg000326l_1	759015	802945	-	1507.4	788	https://www.orthodb.org/v10?query=134433at7742	dermatan-sulfate epimerase
134453at7742	Complete	ptg000382l_1	4953595	4978058	+	563.1	425	https://www.orthodb.org/v10?query=134453at7742	condensin complex subunit 2
134632at7742	Complete	ptg000060l_1	3953098	3996212	+	828.7	601	https://www.orthodb.org/v10?query=134632at7742	TTK protein kinase
134679at7742	Complete	ptg001235l_1	1267151	1319534	-	808.6	409	https://www.orthodb.org/v10?query=134679at7742	probable ATP-dependent RNA helicase DDX4
135024at7742	Complete	ptg000723l_1	1260424	1301838	-	649.4	605	https://www.orthodb.org/v10?query=135024at7742	SCL-interrupting locus protein
135248at7742	Complete	ptg000692l_1	123895	230408	-	838.6	474	https://www.orthodb.org/v10?query=135248at7742	Solute carrier family 13 member 3
135349at7742	Complete	ptg000142l_1	2108272	2199764	-	474.1	574	https://www.orthodb.org/v10?query=135349at7742	Coiled-coil domain containing 191
135511at7742	Complete	ptg000044l_1	5465715	5546830	+	1017.7	601	https://www.orthodb.org/v10?query=135511at7742	nucleolar protein 10
135517at7742	Complete	ptg000060l_1	3510455	3533411	-	346.8	292	https://www.orthodb.org/v10?query=135517at7742	lebercilin
135770at7742	Complete	ptg000107l_1	366749	370619	+	582.0	425	https://www.orthodb.org/v10?query=135770at7742	ferredoxin-fold anticodon-binding domain-containing protein 1
135786at7742	Complete	ptg002115l_1	259861	269029	-	621.0	373	https://www.orthodb.org/v10?query=135786at7742	AarF domain containing kinase 2
136018at7742	Complete	ptg000739l_1	3012626	3134195	-	366.4	196	https://www.orthodb.org/v10?query=136018at7742	probable E3 ubiquitin-protein ligase RNF217
136089at7742	Complete	ptg000782l_1	306256	350402	-	876.0	467	https://www.orthodb.org/v10?query=136089at7742	Aldehyde dehydrogenase 4 family member A1
136142at7742	Complete	ptg000957l_1	177219	190961	+	578.4	409	https://www.orthodb.org/v10?query=136142at7742	receptor-interacting serine/threonine-protein kinase 1
136144at7742	Complete	ptg000763l_1	417400	424525	-	720.5	479	https://www.orthodb.org/v10?query=136144at7742	nicastrin
136457at7742	Complete	ptg000065l_1	1788382	1791687	+	691.2	463	https://www.orthodb.org/v10?query=136457at7742	asparagine synthetase domain-containing protein 1
136464at7742	Complete	ptg000652l_1	1421861	1486770	+	762.6	492	https://www.orthodb.org/v10?query=136464at7742	peptide-N(4)-(N-acetyl-beta- glucosaminyl)asparagine amidase
136946at7742	Complete	ptg002401l_1	176549	189098	-	637.3	413	https://www.orthodb.org/v10?query=136946at7742	D-2-hydroxyglutarate dehydrogenase, mitochondrial
137061at7742	Complete	ptg001593l_1	16171	37875	-	820.6	465	https://www.orthodb.org/v10?query=137061at7742	large subunit GTPase 1 homolog
137258at7742	Complete	ptg000907l_1	515262	550027	-	624.7	369	https://www.orthodb.org/v10?query=137258at7742	arylsulfatase K
137296at7742	Complete	ptg000562l_1	1328901	1355329	+	492.6	526	https://www.orthodb.org/v10?query=137296at7742	nuclear protein MDM1
137301at7742	Fragmented	ptg000444l_1	2034552	2047131	-	316.0	250	https://www.orthodb.org/v10?query=137301at7742	myb-related protein B
137318at7742	Complete	ptg001627l_1	153736	188140	-	836.4	463	https://www.orthodb.org/v10?query=137318at7742	sphingosine-1-phosphate lyase 1
137629at7742	Complete	ptg000114l_1	469490	480672	+	833.2	478	https://www.orthodb.org/v10?query=137629at7742	TBCC domain-containing protein 1
137681at7742	Complete	ptg000142l_1	1606217	1641467	-	569.6	550	https://www.orthodb.org/v10?query=137681at7742	spindle and centriole-associated protein 1
137723at7742	Complete	ptg000054l_1	974681	1021920	-	609.1	439	https://www.orthodb.org/v10?query=137723at7742	Tyrosyl-DNA phosphodiesterase 1
137727at7742	Complete	ptg001795l_1	369937	405184	+	790.2	465	https://www.orthodb.org/v10?query=137727at7742	DNA polymerase eta
137788at7742	Complete	ptg001340l_1	88993	119239	-	948.1	473	https://www.orthodb.org/v10?query=137788at7742	RING finger and SPRY domain-containing protein 1
137854at7742	Complete	ptg000359l_1	859565	910741	-	553.9	433	https://www.orthodb.org/v10?query=137854at7742	tubulin-specific chaperone E
138116at7742	Complete	ptg000374l_1	348650	391974	-	882.4	721	https://www.orthodb.org/v10?query=138116at7742	GLTSCR1-like protein
138249at7742	Complete	ptg000643l_1	3089182	3132924	+	1078.3	572	https://www.orthodb.org/v10?query=138249at7742	Signal recognition particle subunit SRP72
138339at7742	Complete	ptg000023l_1	4206967	4241975	+	851.8	500	https://www.orthodb.org/v10?query=138339at7742	peroxisomal carnitine O-octanoyltransferase
138435at7742	Complete	ptg000060l_1	7380370	7443777	+	488.8	342	https://www.orthodb.org/v10?query=138435at7742	Cytochrome b5 reductase 4
138498at7742	Complete	ptg000154l_1	4858371	4896898	-	810.9	545	https://www.orthodb.org/v10?query=138498at7742	protein NEDD1
138669at7742	Complete	ptg000138l_1	774768	795616	+	628.5	416	https://www.orthodb.org/v10?query=138669at7742	CWF19-like protein 1
138885at7742	Complete	ptg000614l_1	706264	761372	-	884.7	553	https://www.orthodb.org/v10?query=138885at7742	Solute carrier family 3 member 1
138901at7742	Complete	ptg000397l_1	6350062	6398557	+	729.8	598	https://www.orthodb.org/v10?query=138901at7742	transport and Golgi organization protein 6 homolog
139050at7742	Complete	ptg000404l_1	12358	42870	+	878.7	447	https://www.orthodb.org/v10?query=139050at7742	Transporter
139053at7742	Complete	ptg000765l_1	244127	298014	+	592.5	439	https://www.orthodb.org/v10?query=139053at7742	PCNA-interacting partner
139083at7742	Complete	ptg000668l_1	1114120	1127312	-	915.6	544	https://www.orthodb.org/v10?query=139083at7742	vitamin K-dependent gamma-carboxylase
139241at7742	Complete	ptg000514l_1	1646828	1666639	-	936.9	509	https://www.orthodb.org/v10?query=139241at7742	actin-related protein 5
139250at7742	Complete	ptg000649l_1	193171	254514	-	617.4	405	https://www.orthodb.org/v10?query=139250at7742	putative glycerol kinase 5
139307at7742	Complete	ptg000838l_1	6697961	6715865	-	716.6	471	https://www.orthodb.org/v10?query=139307at7742	TROVE domain family member 2
139567at7742	Complete	ptg000019l_1	3952515	4019523	+	949.5	482	https://www.orthodb.org/v10?query=139567at7742	Vacuolar protein sorting 45 homolog
139572at7742	Complete	ptg000256l_1	811856	837478	+	908.9	469	https://www.orthodb.org/v10?query=139572at7742	putative ATP-dependent RNA helicase DHX33
139653at7742	Complete	ptg000080l_1	3497287	3681986	-	986.6	625	https://www.orthodb.org/v10?query=139653at7742	progesterone-induced-blocking factor 1
139811at7742	Complete	ptg000374l_1	3938614	3942794	-	886.6	513	https://www.orthodb.org/v10?query=139811at7742	Mitogen-activated protein kinase
139946at7742	Complete	ptg001318l_1	1927363	1935060	-	359.4	386	https://www.orthodb.org/v10?query=139946at7742	Fanconi anemia group G protein
139974at7742	Complete	ptg001593l_1	1646161	1667570	-	818.7	449	https://www.orthodb.org/v10?query=139974at7742	60S ribosomal export protein NMD3
140071at7742	Complete	ptg002391l_1	1056273	1060898	-	764.5	451	https://www.orthodb.org/v10?query=140071at7742	2',5'-phosphodiesterase 12
140098at7742	Complete	ptg000981l_1	231427	253298	+	475.4	324	https://www.orthodb.org/v10?query=140098at7742	Hermansky-Pudlak syndrome 4 protein
140310at7742	Complete	ptg000256l_1	5803431	5843533	+	697.6	425	https://www.orthodb.org/v10?query=140310at7742	MRE11 homolog, double strand break repair nuclease
140317at7742	Complete	ptg000397l_1	5595291	5602659	-	209.3	224	https://www.orthodb.org/v10?query=140317at7742	centromere protein T
140367at7742	Complete	ptg000410l_1	4706238	4818289	+	908.4	468	https://www.orthodb.org/v10?query=140367at7742	Mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A
140588at7742	Complete	ptg001140l_1	1392498	1444362	+	499.3	412	https://www.orthodb.org/v10?query=140588at7742	NME/NM23 family member 8
140683at7742	Complete	ptg000256l_1	12025263	12084370	-	961.1	604	https://www.orthodb.org/v10?query=140683at7742	CWF19-like protein 2
140754at7742	Complete	ptg000748l_1	988094	1000807	-	980.8	470	https://www.orthodb.org/v10?query=140754at7742	eukaryotic translation initiation factor 3 subunit L
140962at7742	Complete	ptg000002l_1	1808163	1863379	+	714.8	365	https://www.orthodb.org/v10?query=140962at7742	methyltransferase-like protein 16
141015at7742	Complete	ptg000293l_1	1013002	1025393	+	789.1	428	https://www.orthodb.org/v10?query=141015at7742	selenoprotein N
141264at7742	Complete	ptg000666l_1	3181604	3189606	+	873.7	672	https://www.orthodb.org/v10?query=141264at7742	fibrinogen alpha chain
141334at7742	Complete	ptg000049l_1	1565161	1655125	-	822.6	838	https://www.orthodb.org/v10?query=141334at7742	Zinc finger AN1-type containing 4
141686at7742	Complete	ptg002155l_1	13073	21219	-	999.9	627	https://www.orthodb.org/v10?query=141686at7742	Hepatocyte growth factor-regulated tyrosine kinase substrate
141724at7742	Complete	ptg000115l_1	6146360	6163131	-	639.4	387	https://www.orthodb.org/v10?query=141724at7742	rap guanine nucleotide exchange factor-like 1
141754at7742	Complete	ptg001724l_1	1392125	1407759	-	758.7	544	https://www.orthodb.org/v10?query=141754at7742	cyclin-F
141965at7742	Complete	ptg001424l_1	1675501	1702985	-	1103.4	605	https://www.orthodb.org/v10?query=141965at7742	protein SDA1 homolog
142074at7742	Complete	ptg000394l_1	2229488	2268850	-	697.7	425	https://www.orthodb.org/v10?query=142074at7742	Alpha-1,3-glucosyltransferase
142117at7742	Complete	ptg000063l_1	2726357	2832005	+	547.0	378	https://www.orthodb.org/v10?query=142117at7742	Origin recognition complex subunit 2
142214at7742	Complete	ptg000234l_1	6432486	6443846	+	650.0	402	https://www.orthodb.org/v10?query=142214at7742	TNF receptor-associated factor 6
142324at7742	Complete	ptg000699l_1	5328992	5351678	-	611.5	467	https://www.orthodb.org/v10?query=142324at7742	pentatricopeptide repeat-containing protein 1, mitochondrial
142339at7742	Complete	ptg000112l_1	2248455	2251253	-	431.0	403	https://www.orthodb.org/v10?query=142339at7742	uncharacterized protein C15orf39 homolog
142495at7742	Complete	ptg000612l_1	3139079	3141623	+	605.3	481	https://www.orthodb.org/v10?query=142495at7742	Bardet-Biedl syndrome 10 protein
142719at7742	Complete	ptg001197l_1	1764051	1801887	-	777.5	497	https://www.orthodb.org/v10?query=142719at7742	leucine-rich repeat-containing protein 40
142850at7742	Complete	ptg000989l_1	3677284	3814130	+	822.0	400	https://www.orthodb.org/v10?query=142850at7742	tyrosine-protein kinase RYK
142902at7742	Complete	ptg000031l_1	517203	518942	-	1034.8	530	https://www.orthodb.org/v10?query=142902at7742	Protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
143004at7742	Complete	ptg000248l_1	3793	313099	-	597.7	443	https://www.orthodb.org/v10?query=143004at7742	uncharacterized protein C3orf67 homolog
143015at7742	Complete	ptg000934l_1	661723	685973	-	1262.2	693	https://www.orthodb.org/v10?query=143015at7742	Zinc finger CCCH-type containing 7A
143232at7742	Complete	ptg000018l_1	1448843	1450144	+	661.3	701	https://www.orthodb.org/v10?query=143232at7742	zinc finger and BTB domain-containing protein 49
143555at7742	Complete	ptg000976l_1	346353	378976	-	875.0	448	https://www.orthodb.org/v10?query=143555at7742	BRCA1-associated protein
143611at7742	Complete	ptg000270l_1	5461073	5500061	-	835.2	496	https://www.orthodb.org/v10?query=143611at7742	spindle assembly abnormal protein 6 homolog
143627at7742	Complete	ptg000624l_1	95570	119414	-	958.6	528	https://www.orthodb.org/v10?query=143627at7742	nucleolar GTP-binding protein 2
143665at7742	Complete	ptg000092l_1	999036	1048812	-	935.6	531	https://www.orthodb.org/v10?query=143665at7742	F-box/LRR-repeat protein 4
143678at7742	Complete	ptg000447l_1	658529	707276	-	1072.2	569	https://www.orthodb.org/v10?query=143678at7742	Glycerophosphocholine phosphodiesterase 1
143698at7742	Complete	ptg000130l_1	1912383	1923931	+	963.9	677	https://www.orthodb.org/v10?query=143698at7742	fanconi-associated nuclease 1
143864at7742	Complete	ptg001823l_1	398860	445963	-	613.5	735	https://www.orthodb.org/v10?query=143864at7742	SAFB-like transcription modulator
143888at7742	Complete	ptg000666l_1	3213461	3227896	+	708.2	394	https://www.orthodb.org/v10?query=143888at7742	pleiotropic regulator 1
143938at7742	Complete	ptg000138l_1	4000096	4055675	+	1004.5	471	https://www.orthodb.org/v10?query=143938at7742	transmembrane 9 superfamily member 3
144352at7742	Complete	ptg000541l_1	3203299	3265426	-	733.2	435	https://www.orthodb.org/v10?query=144352at7742	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
144445at7742	Fragmented	ptg001369l_1	98692	166992	-	521.6	386	https://www.orthodb.org/v10?query=144445at7742	EF-hand calcium binding domain 7
144578at7742	Complete	ptg000518l_1	690397	731957	-	677.0	406	https://www.orthodb.org/v10?query=144578at7742	adenosine deaminase domain-containing protein 1
144645at7742	Complete	ptg000218l_1	4428196	4435585	+	811.7	478	https://www.orthodb.org/v10?query=144645at7742	protein disulfide-isomerase A4
144764at7742	Complete	ptg000208l_1	67042	74071	+	978.6	474	https://www.orthodb.org/v10?query=144764at7742	DET1 homolog
144812at7742	Complete	ptg000245l_1	3033660	3044508	+	799.9	423	https://www.orthodb.org/v10?query=144812at7742	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B
145104at7742	Complete	ptg000303l_1	53918	85993	-	727.9	578	https://www.orthodb.org/v10?query=145104at7742	centrosomal protein of 78 kDa isoform X1
145137at7742	Complete	ptg001160l_1	565167	598137	-	664.9	411	https://www.orthodb.org/v10?query=145137at7742	DDB1- and CUL4-associated factor 17
145564at7742	Complete	ptg001375l_1	1291703	1306980	-	770.5	382	https://www.orthodb.org/v10?query=145564at7742	tRNA-splicing ligase RtcB homolog
145683at7742	Complete	ptg000326l_1	6753204	6801208	-	1029.3	491	https://www.orthodb.org/v10?query=145683at7742	pre-mRNA-processing factor 17
145875at7742	Complete	ptg000115l_1	4013045	4016017	-	658.6	434	https://www.orthodb.org/v10?query=145875at7742	bifunctional coenzyme A synthase
145938at7742	Complete	ptg000911l_1	107669	109624	-	206.0	255	https://www.orthodb.org/v10?query=145938at7742	APC membrane recruitment protein 2
145946at7742	Complete	ptg001088l_1	848088	864495	+	885.7	554	https://www.orthodb.org/v10?query=145946at7742	nucleoporin GLE1
145949at7742	Complete	ptg000614l_1	904090	910227	-	716.5	476	https://www.orthodb.org/v10?query=145949at7742	ATP-binding cassette sub-family G member 8
145962at7742	Complete	ptg000699l_1	3055171	3061806	+	395.7	537	https://www.orthodb.org/v10?query=145962at7742	BRCA1-associated ATM activator 1
146203at7742	Complete	ptg000679l_1	1571686	1608053	-	705.0	432	https://www.orthodb.org/v10?query=146203at7742	angiogenic factor with G patch and FHA domains 1
146337at7742	Complete	ptg001500l_1	144833	160705	-	695.0	454	https://www.orthodb.org/v10?query=146337at7742	GPI transamidase component PIG-S
