# BUSCO version is: 5.0.0 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of species: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
74297at7742	Complete	ptg000576l	1110323	1139507	+	850.2	623	https://www.orthodb.org/v10?query=74297at7742	WD repeat-containing protein 66
74327at7742	Duplicated	ptg000981l	203014	217121	+	1185.6	668	https://www.orthodb.org/v10?query=74327at7742	tuftelin-interacting protein 11
74327at7742	Duplicated	ptg000735l	185944	199996	+	1198.6	670	https://www.orthodb.org/v10?query=74327at7742	tuftelin-interacting protein 11
74593at7742	Complete	ptg000382l	13646918	13988405	+	1531.2	896	https://www.orthodb.org/v10?query=74593at7742	EH domain binding protein 1
74629at7742	Duplicated	ptg000918l	19865	31930	-	1441.3	764	https://www.orthodb.org/v10?query=74629at7742	DNA replication licensing factor MCM2
74629at7742	Duplicated	ptg001344l	215319	227466	-	1501.9	764	https://www.orthodb.org/v10?query=74629at7742	DNA replication licensing factor MCM2
74887at7742	Complete	ptg000017l	3705252	3721165	-	1580.9	718	https://www.orthodb.org/v10?query=74887at7742	Leucine zipper like transcription regulator 1
74922at7742	Complete	ptg001599l	1802959	1849274	-	1523.0	750	https://www.orthodb.org/v10?query=74922at7742	A disintegrin and metalloproteinase with thrombospondin motifs 5
74963at7742	Complete	ptg000501l	2256429	2512762	-	1139.6	630	https://www.orthodb.org/v10?query=74963at7742	Phosphate regulating endopeptidase homolog X-linked
75305at7742	Duplicated	ptg000522l	246002	332102	-	1010.1	684	https://www.orthodb.org/v10?query=75305at7742	synphilin-1
75305at7742	Duplicated	ptg000009l	10443956	10530021	-	1016.4	684	https://www.orthodb.org/v10?query=75305at7742	synphilin-1
75464at7742	Duplicated	ptg001124l	11223	13496	+	1284.7	656	https://www.orthodb.org/v10?query=75464at7742	Leucine rich repeat containing 8 VRAC subunit C
75464at7742	Duplicated	ptg000184l	750374	780902	+	1396.5	701	https://www.orthodb.org/v10?query=75464at7742	Leucine rich repeat containing 8 VRAC subunit C
75522at7742	Duplicated	ptg000626l	3046084	3142139	-	1406.3	721	https://www.orthodb.org/v10?query=75522at7742	mutS protein homolog 4
75522at7742	Duplicated	ptg001198l	938315	1027682	-	1417.4	721	https://www.orthodb.org/v10?query=75522at7742	mutS protein homolog 4
75557at7742	Complete	ptg000200l	1803988	1864990	-	1777.5	1318	https://www.orthodb.org/v10?query=75557at7742	zinc finger C3H1 domain-containing protein
75578at7742	Complete	ptg001070l	581196	583709	+	1335.8	709	https://www.orthodb.org/v10?query=75578at7742	SLIT and NTRK-like protein 4
75780at7742	Duplicated	ptg000478l	18779	54849	-	1047.8	692	https://www.orthodb.org/v10?query=75780at7742	protein FAM171A1
75780at7742	Duplicated	ptg000783l	470361	506395	-	1049.3	692	https://www.orthodb.org/v10?query=75780at7742	protein FAM171A1
75797at7742	Complete	ptg001029l	239012	263272	+	1278.5	734	https://www.orthodb.org/v10?query=75797at7742	transforming growth factor-beta receptor-associated protein 1
75874at7742	Duplicated	ptg002035l	61329	77713	+	1097.3	585	https://www.orthodb.org/v10?query=75874at7742	BEN domain-containing protein 3
75874at7742	Duplicated	ptg000258l	646660	662590	+	1097.5	584	https://www.orthodb.org/v10?query=75874at7742	BEN domain-containing protein 3
75881at7742	Duplicated	ptg002761l	296888	342537	-	755.0	615	https://www.orthodb.org/v10?query=75881at7742	Dynein regulatory complex subunit 7
75881at7742	Duplicated	ptg001732l	273054	319607	+	755.7	594	https://www.orthodb.org/v10?query=75881at7742	Dynein regulatory complex subunit 7
76024at7742	Complete	ptg001643l:222536-7012823	222536	271145	-	1523.3	761	https://www.orthodb.org/v10?query=76024at7742	probable ATP-dependent RNA helicase DDX46
76138at7742	Duplicated	ptg001228l	1025619	1296545	+	1128.0	574	https://www.orthodb.org/v10?query=76138at7742	dimethylglycine dehydrogenase, mitochondrial
76138at7742	Duplicated	ptg001425l	1028212	1298436	+	1138.0	574	https://www.orthodb.org/v10?query=76138at7742	dimethylglycine dehydrogenase, mitochondrial
76178at7742	Complete	ptg000736l	1327093	1351555	+	858.6	577	https://www.orthodb.org/v10?query=76178at7742	NEDD4-binding protein 1
76254at7742	Duplicated	ptg000613l	457811	461017	-	1004.8	659	https://www.orthodb.org/v10?query=76254at7742	Zinc finger and BTB domain containing 21
76254at7742	Duplicated	ptg001006l	459423	462629	-	1005.5	660	https://www.orthodb.org/v10?query=76254at7742	Zinc finger and BTB domain containing 21
76384at7742	Complete	ptg000225l	7369928	7512269	+	1644.8	950	https://www.orthodb.org/v10?query=76384at7742	cell division cycle and apoptosis regulator protein 1
76822at7742	Duplicated	ptg000386l	2472470	2509837	+	727.9	590	https://www.orthodb.org/v10?query=76822at7742	protein FAM193B
76822at7742	Duplicated	ptg000418l	1026458	1063804	-	730.5	588	https://www.orthodb.org/v10?query=76822at7742	protein FAM193B
76947at7742	Complete	ptg001806l:46020-574170	46020	96559	+	1267.0	637	https://www.orthodb.org/v10?query=76947at7742	Transient receptor potential cation channel subfamily C member 1
76998at7742	Complete	ptg000089l	1192512	1223110	+	817.5	738	https://www.orthodb.org/v10?query=76998at7742	Leucine rich repeat and coiled-coil centrosomal protein 1
77080at7742	Duplicated	ptg000381l	874552	947782	-	1201.7	753	https://www.orthodb.org/v10?query=77080at7742	AP-4 complex subunit epsilon
77080at7742	Duplicated	ptg000308l	443391	512789	-	1202.1	753	https://www.orthodb.org/v10?query=77080at7742	AP-4 complex subunit epsilon
77215at7742	Duplicated	ptg000346l	288991	373323	+	1141.8	672	https://www.orthodb.org/v10?query=77215at7742	Nuclear VCP-like
77215at7742	Duplicated	ptg001217l	331179	416173	-	1183.9	672	https://www.orthodb.org/v10?query=77215at7742	Nuclear VCP-like
77231at7742	Complete	ptg000638l	7147077	7153567	-	1048.3	515	https://www.orthodb.org/v10?query=77231at7742	F-box only protein 30
77322at7742	Complete	ptg001200l:45311-6604093	45311	74873	-	1244.3	680	https://www.orthodb.org/v10?query=77322at7742	lymphoid-specific helicase
77473at7742	Duplicated	ptg001354l	50463	81786	-	1299.5	686	https://www.orthodb.org/v10?query=77473at7742	Two pore segment channel 1
77473at7742	Duplicated	ptg000976l	1271852	1302581	+	1307.5	685	https://www.orthodb.org/v10?query=77473at7742	Two pore segment channel 1
77680at7742	Duplicated	ptg000702l	1280530	1360488	+	872.6	604	https://www.orthodb.org/v10?query=77680at7742	armadillo repeat-containing protein 3
77680at7742	Duplicated	ptg000478l	5969605	6049544	+	873.2	604	https://www.orthodb.org/v10?query=77680at7742	armadillo repeat-containing protein 3
77923at7742	Complete	ptg002365l	400616	431957	+	430.3	362	https://www.orthodb.org/v10?query=77923at7742	SWT1, RNA endoribonuclease homolog
78292at7742	Complete	ptg000468l	688189	728475	+	1221.5	741	https://www.orthodb.org/v10?query=78292at7742	chromodomain-helicase-DNA-binding protein 1-like
78340at7742	Complete	ptg000800l	2001567	2004086	+	1142.5	679	https://www.orthodb.org/v10?query=78340at7742	SLIT and NTRK-like protein 6
78565at7742	Duplicated	ptg002097l	487281	498209	-	857.2	581	https://www.orthodb.org/v10?query=78565at7742	tumor necrosis factor alpha-induced protein 3
78565at7742	Duplicated	ptg003239l	59342	70266	+	858.1	581	https://www.orthodb.org/v10?query=78565at7742	tumor necrosis factor alpha-induced protein 3
78812at7742	Complete	ptg002172l:112248-2046078	112248	123805	-	984.5	539	https://www.orthodb.org/v10?query=78812at7742	general transcription factor 3C polypeptide 4
78822at7742	Duplicated	ptg001280l	696688	738669	-	491.3	396	https://www.orthodb.org/v10?query=78822at7742	trimethylguanosine synthase
78822at7742	Duplicated	ptg001118l	688680	731616	-	549.8	440	https://www.orthodb.org/v10?query=78822at7742	trimethylguanosine synthase
78859at7742	Duplicated	ptg000426l	397154	627571	-	1320.2	694	https://www.orthodb.org/v10?query=78859at7742	conserved oligomeric Golgi complex subunit 5
78859at7742	Duplicated	ptg000413l	1072245	1302301	+	1383.3	716	https://www.orthodb.org/v10?query=78859at7742	conserved oligomeric Golgi complex subunit 5
78893at7742	Complete	ptg000379l	1289370	1295142	-	1092.1	824	https://www.orthodb.org/v10?query=78893at7742	leucine zipper protein 1
79012at7742	Complete	ptg002323l:202106-263535	234120	263535	+	1441.9	684	https://www.orthodb.org/v10?query=79012at7742	vacuolar protein sorting-associated protein 35
79086at7742	Duplicated	ptg000522l	2940953	3011216	-	857.4	518	https://www.orthodb.org/v10?query=79086at7742	Hydroxysteroid 17-beta dehydrogenase 4
79086at7742	Duplicated	ptg001448l	1365602	1437319	-	881.6	518	https://www.orthodb.org/v10?query=79086at7742	Hydroxysteroid 17-beta dehydrogenase 4
79344at7742	Complete	ptg001489l:196677-676842	196677	334136	+	1346.4	705	https://www.orthodb.org/v10?query=79344at7742	Intraflagellar transport 88
79542at7742	Duplicated	ptg001335l	82942	139692	-	1085.6	640	https://www.orthodb.org/v10?query=79542at7742	Intraflagellar transport 80
79542at7742	Duplicated	ptg002528l	378467	435011	+	1135.0	640	https://www.orthodb.org/v10?query=79542at7742	Intraflagellar transport 80
79715at7742	Fragmented	ptg000226l	971392	1023137	-	1017.8	641	https://www.orthodb.org/v10?query=79715at7742	DNA repair protein complementing XP-G cells
79862at7742	Duplicated	ptg002330l	234304	264404	+	1498.8	978	https://www.orthodb.org/v10?query=79862at7742	eukaryotic translation initiation factor 3 subunit A
79862at7742	Duplicated	ptg000076l	128815	160528	-	1499.5	976	https://www.orthodb.org/v10?query=79862at7742	eukaryotic translation initiation factor 3 subunit A
79920at7742	Complete	ptg000203l	703905	739754	+	1358.6	799	https://www.orthodb.org/v10?query=79920at7742	Phosphatidylinositol glycan anchor biosynthesis class G
80119at7742	Fragmented	ptg003197l	20910	63307	-	593.3	257	https://www.orthodb.org/v10?query=80119at7742	exostosin-2
80137at7742	Duplicated	ptg002270l	168248	209267	+	1233.4	673	https://www.orthodb.org/v10?query=80137at7742	conserved oligomeric Golgi complex subunit 7
80137at7742	Duplicated	ptg002246l	186513	225783	+	1266.2	674	https://www.orthodb.org/v10?query=80137at7742	conserved oligomeric Golgi complex subunit 7
80163at7742	Complete	ptg001681l:80605-2497357	80605	132506	-	920.5	632	https://www.orthodb.org/v10?query=80163at7742	trafficking kinesin-binding protein 2
80213at7742	Complete	ptg000345l:720408-1917010	1875390	1917010	-	1128.9	717	https://www.orthodb.org/v10?query=80213at7742	WD repeat-containing protein 36
80527at7742	Complete	ptg000858l	1456490	1544125	+	915.2	596	https://www.orthodb.org/v10?query=80527at7742	actin filament-associated protein 1-like 2
80688at7742	Complete	ptg000576l	764676	793562	-	1134.1	648	https://www.orthodb.org/v10?query=80688at7742	anaphase-promoting complex subunit 5
80791at7742	Complete	ptg001394l	1192058	1207199	-	1008.8	677	https://www.orthodb.org/v10?query=80791at7742	Centrosomal protein 104
80808at7742	Complete	ptg000553l	2747263	2752958	+	789.4	597	https://www.orthodb.org/v10?query=80808at7742	ATP-dependent DNA helicase Q4
80914at7742	Complete	ptg000168l	1511349	1513883	+	1295.3	702	https://www.orthodb.org/v10?query=80914at7742	SLIT and NTRK-like protein 2
80917at7742	Complete	ptg000880l	817308	916878	-	1178.0	674	https://www.orthodb.org/v10?query=80917at7742	Piwi like RNA-mediated gene silencing 2
81278at7742	Complete	ptg001389l	1983733	2001201	+	1118.9	691	https://www.orthodb.org/v10?query=81278at7742	Methionyl-tRNA synthetase
81484at7742	Duplicated	ptg001407l	357266	402503	+	1155.5	764	https://www.orthodb.org/v10?query=81484at7742	Testis expressed 10
81484at7742	Duplicated	ptg000004l	1576275	1620746	+	1156.6	753	https://www.orthodb.org/v10?query=81484at7742	Testis expressed 10
81595at7742	Complete	ptg000749l	1220839	1343255	-	679.1	356	https://www.orthodb.org/v10?query=81595at7742	delta and Notch-like epidermal growth factor-related receptor
81669at7742	Complete	ptg000044l	748069	777779	-	1247.3	638	https://www.orthodb.org/v10?query=81669at7742	ATP-dependent RNA helicase DDX1
81689at7742	Complete	ptg000728l	2201601	2229512	-	1239.7	645	https://www.orthodb.org/v10?query=81689at7742	KRIT1, ankyrin repeat containing
81711at7742	Complete	ptg000732l	864985	871839	-	1148.3	654	https://www.orthodb.org/v10?query=81711at7742	endothelin-converting enzyme-like 1
81756at7742	Duplicated	ptg000128l	192776	232715	+	1263.0	679	https://www.orthodb.org/v10?query=81756at7742	CAS1 domain-containing protein 1
81756at7742	Duplicated	ptg000728l	4334357	4374296	+	1263.2	679	https://www.orthodb.org/v10?query=81756at7742	CAS1 domain-containing protein 1
81797at7742	Complete	ptg001724l	1610194	1614213	-	839.2	596	https://www.orthodb.org/v10?query=81797at7742	transducin beta-like protein 3
81824at7742	Complete	ptg000428l	475607	499464	-	1178.4	690	https://www.orthodb.org/v10?query=81824at7742	ER membrane protein complex subunit 1 isoform X1
82034at7742	Duplicated	ptg000040l	197338	265118	+	944.4	546	https://www.orthodb.org/v10?query=82034at7742	interleukin-17 receptor D
82034at7742	Duplicated	ptg000983l	660115	730060	-	944.9	546	https://www.orthodb.org/v10?query=82034at7742	interleukin-17 receptor D
82217at7742	Complete	ptg000161l	618501	667696	+	769.1	510	https://www.orthodb.org/v10?query=82217at7742	G patch domain-containing protein 1
82221at7742	Complete	ptg000723l	5847698	5869643	-	644.1	577	https://www.orthodb.org/v10?query=82221at7742	origin recognition complex subunit 1
82295at7742	Duplicated	ptg000871l	21445	44262	-	1365.6	665	https://www.orthodb.org/v10?query=82295at7742	cleavage and polyadenylation specificity factor subunit 2
82295at7742	Duplicated	ptg001619l	464787	487534	+	1370.8	665	https://www.orthodb.org/v10?query=82295at7742	cleavage and polyadenylation specificity factor subunit 2
82448at7742	Complete	ptg001463l	661763	695008	-	956.5	731	https://www.orthodb.org/v10?query=82448at7742	FAST kinase domains 1
82541at7742	Complete	ptg000382l	7215062	7257264	-	1130.3	625	https://www.orthodb.org/v10?query=82541at7742	polyribonucleotide nucleotidyltransferase 1, mitochondrial
82622at7742	Complete	ptg000743l	851600	880628	+	659.5	670	https://www.orthodb.org/v10?query=82622at7742	peroxisome proliferator-activated receptor gamma coactivator 1-beta
82704at7742	Duplicated	ptg002398l	310462	351047	-	1052.0	682	https://www.orthodb.org/v10?query=82704at7742	PAX-interacting protein 1
82704at7742	Duplicated	ptg001886l	1269185	1308594	+	1052.4	682	https://www.orthodb.org/v10?query=82704at7742	PAX-interacting protein 1
82717at7742	Complete	ptg000988l:586065-2513936	586065	619479	-	934.3	559	https://www.orthodb.org/v10?query=82717at7742	zinc finger protein 341 isoform X1
82833at7742	Complete	ptg000736l	1567174	1666904	-	1355.4	713	https://www.orthodb.org/v10?query=82833at7742	lon protease homolog 2, peroxisomal
83010at7742	Duplicated	ptg000446l	1629433	1663144	+	826.0	481	https://www.orthodb.org/v10?query=83010at7742	Eukaryotic elongation factor 2 kinase
83010at7742	Duplicated	ptg000136l	225426	260469	-	907.7	515	https://www.orthodb.org/v10?query=83010at7742	Eukaryotic elongation factor 2 kinase
83097at7742	Duplicated	ptg000703l	72934	172165	-	1005.8	630	https://www.orthodb.org/v10?query=83097at7742	anaphase-promoting complex subunit 4
83097at7742	Duplicated	ptg001105l	941327	1040160	+	1054.3	630	https://www.orthodb.org/v10?query=83097at7742	anaphase-promoting complex subunit 4
83333at7742	Complete	ptg000743l	1035535	1075593	+	975.4	648	https://www.orthodb.org/v10?query=83333at7742	HMG domain-containing protein 3
83474at7742	Duplicated	ptg001267l	302758	305283	+	916.2	616	https://www.orthodb.org/v10?query=83474at7742	exosome component 10
83474at7742	Duplicated	ptg000042l	1589210	1591735	-	928.0	618	https://www.orthodb.org/v10?query=83474at7742	exosome component 10
83474at7742	Duplicated	ptg001970l	231319	249014	+	1053.2	620	https://www.orthodb.org/v10?query=83474at7742	exosome component 10
83474at7742	Duplicated	ptg001220l	363583	379050	-	1074.3	623	https://www.orthodb.org/v10?query=83474at7742	exosome component 10
83843at7742	Complete	ptg001200l	2616520	2685813	-	1299.9	631	https://www.orthodb.org/v10?query=83843at7742	probable E3 ubiquitin-protein ligase HECTD2
83910at7742	Complete	ptg000379l	1218418	1284252	+	1262.5	616	https://www.orthodb.org/v10?query=83910at7742	lysine-specific histone demethylase 1A
84209at7742	Duplicated	ptg000023l	1275784	1438688	-	809.2	554	https://www.orthodb.org/v10?query=84209at7742	semaphorin-3B
84209at7742	Duplicated	ptg000031l	6352896	6359915	+	948.0	558	https://www.orthodb.org/v10?query=84209at7742	semaphorin-3B
84543at7742	Duplicated	ptg000732l	143148	240391	+	650.9	431	https://www.orthodb.org/v10?query=84543at7742	lisH domain-containing protein ARMC9
84543at7742	Duplicated	ptg001962l	140981	172299	+	753.8	472	https://www.orthodb.org/v10?query=84543at7742	lisH domain-containing protein ARMC9
84691at7742	Duplicated	ptg000071l	429531	434033	-	688.0	456	https://www.orthodb.org/v10?query=84691at7742	Protein-glucosylgalactosylhydroxylysine glucosidase
84691at7742	Duplicated	ptg001658l	197196	201696	+	785.4	492	https://www.orthodb.org/v10?query=84691at7742	Protein-glucosylgalactosylhydroxylysine glucosidase
84802at7742	Duplicated	ptg000798l	1100739	1113452	+	1104.4	706	https://www.orthodb.org/v10?query=84802at7742	DNA-binding protein SMUBP-2
84802at7742	Duplicated	ptg000651l	940953	953698	-	1107.0	706	https://www.orthodb.org/v10?query=84802at7742	DNA-binding protein SMUBP-2
84817at7742	Duplicated	ptg000486l	900914	923761	-	733.5	495	https://www.orthodb.org/v10?query=84817at7742	flap endonuclease GEN homolog 1
84817at7742	Duplicated	ptg000242l	1270834	1292977	+	739.5	446	https://www.orthodb.org/v10?query=84817at7742	flap endonuclease GEN homolog 1
85263at7742	Duplicated	ptg001552l	86358	103769	+	1154.1	769	https://www.orthodb.org/v10?query=85263at7742	CCAAT/enhancer-binding protein zeta
85263at7742	Duplicated	ptg001967l	582315	599922	-	1154.2	769	https://www.orthodb.org/v10?query=85263at7742	CCAAT/enhancer-binding protein zeta
85369at7742	Duplicated	ptg001593l	1208269	1232621	+	701.2	530	https://www.orthodb.org/v10?query=85369at7742	melanotransferrin
85369at7742	Duplicated	ptg002013l	452435	476967	-	709.4	530	https://www.orthodb.org/v10?query=85369at7742	melanotransferrin
85740at7742	Duplicated	ptg000388l	959654	992783	-	816.9	472	https://www.orthodb.org/v10?query=85740at7742	molybdenum cofactor biosynthesis protein 1 isoform X1
85740at7742	Duplicated	ptg000628l	958139	991257	-	824.9	461	https://www.orthodb.org/v10?query=85740at7742	molybdenum cofactor biosynthesis protein 1 isoform X1
85986at7742	Duplicated	ptg001113l	2450790	2465944	+	1124.5	636	https://www.orthodb.org/v10?query=85986at7742	vacuolar protein sorting-associated protein 51 homolog
85986at7742	Duplicated	ptg000294l	453307	468453	-	1152.1	636	https://www.orthodb.org/v10?query=85986at7742	vacuolar protein sorting-associated protein 51 homolog
86001at7742	Complete	ptg000123l	3676873	3696822	+	1150.5	667	https://www.orthodb.org/v10?query=86001at7742	conserved oligomeric Golgi complex subunit 4
86277at7742	Duplicated	ptg000397l	4739921	4768214	-	696.3	501	https://www.orthodb.org/v10?query=86277at7742	telomere repeats-binding bouquet formation protein 1
86277at7742	Duplicated	ptg000390l	2927281	2955197	+	703.1	500	https://www.orthodb.org/v10?query=86277at7742	telomere repeats-binding bouquet formation protein 1
86856at7742	Complete	ptg000097l:987357-2528280	2475416	2528280	-	1276.4	731	https://www.orthodb.org/v10?query=86856at7742	Nuclear transcription factor, X-box binding like 1
87012at7742	Complete	ptg000186l	4712956	4788814	-	1294.1	627	https://www.orthodb.org/v10?query=87012at7742	N(alpha)-acetyltransferase 35, NatC auxiliary subunit
87114at7742	Duplicated	ptg000212l	433744	463364	-	869.9	531	https://www.orthodb.org/v10?query=87114at7742	ElaC ribonuclease Z 2
87114at7742	Duplicated	ptg001096l	811135	840652	+	876.1	522	https://www.orthodb.org/v10?query=87114at7742	ElaC ribonuclease Z 2
87117at7742	Duplicated	ptg000699l	4025112	4122004	-	1072.0	650	https://www.orthodb.org/v10?query=87117at7742	Ring finger protein 216
87117at7742	Duplicated	ptg000249l	1033371	1130048	-	1072.5	648	https://www.orthodb.org/v10?query=87117at7742	Ring finger protein 216
87193at7742	Complete	ptg001773l:1638539-1749373	1661549	1749373	-	835.4	515	https://www.orthodb.org/v10?query=87193at7742	transmembrane protein 245 isoform X1
87236at7742	Duplicated	ptg000753l	2563039	2620661	-	1050.5	768	https://www.orthodb.org/v10?query=87236at7742	Eukaryotic translation initiation factor 4E nuclear import factor 1
87236at7742	Duplicated	ptg000349l	39828	97616	-	1050.7	775	https://www.orthodb.org/v10?query=87236at7742	Eukaryotic translation initiation factor 4E nuclear import factor 1
87266at7742	Duplicated	ptg002861l	82551	113500	+	1260.7	705	https://www.orthodb.org/v10?query=87266at7742	DNA repair endonuclease XPF
87266at7742	Duplicated	ptg001625l	644842	675089	-	1281.0	707	https://www.orthodb.org/v10?query=87266at7742	DNA repair endonuclease XPF
87276at7742	Duplicated	ptg000138l	3207647	3242682	+	1207.6	823	https://www.orthodb.org/v10?query=87276at7742	MMS19 homolog, cytosolic iron-sulfur assembly component
87276at7742	Duplicated	ptg000027l	1346877	1382420	+	1210.3	829	https://www.orthodb.org/v10?query=87276at7742	MMS19 homolog, cytosolic iron-sulfur assembly component
87279at7742	Complete	ptg000728l	2450989	2487988	-	1409.6	927	https://www.orthodb.org/v10?query=87279at7742	peroxisome biogenesis factor 1
87423at7742	Complete	ptg000036l	3140759	3231927	+	582.4	529	https://www.orthodb.org/v10?query=87423at7742	centromere protein I
87513at7742	Duplicated	ptg003005l	187115	212891	+	974.5	638	https://www.orthodb.org/v10?query=87513at7742	Inter-alpha-trypsin inhibitor heavy chain family member 5
87513at7742	Duplicated	ptg000300l	48680	73678	-	1019.7	696	https://www.orthodb.org/v10?query=87513at7742	Inter-alpha-trypsin inhibitor heavy chain family member 5
87599at7742	Complete	ptg000224l	838620	868077	-	1080.5	614	https://www.orthodb.org/v10?query=87599at7742	Integrator complex subunit 10
87643at7742	Complete	ptg000188l	4651157	4698528	-	1329.1	728	https://www.orthodb.org/v10?query=87643at7742	Replication factor C subunit 1
87762at7742	Duplicated	ptg000634l	790218	831955	+	997.2	767	https://www.orthodb.org/v10?query=87762at7742	zinc finger CCHC domain-containing protein 14
87762at7742	Duplicated	ptg000222l	984550	1026602	-	997.6	767	https://www.orthodb.org/v10?query=87762at7742	zinc finger CCHC domain-containing protein 14
87783at7742	Duplicated	ptg001552l	334450	360902	-	715.3	462	https://www.orthodb.org/v10?query=87783at7742	vitrin
87783at7742	Duplicated	ptg001967l	324688	351161	+	756.1	486	https://www.orthodb.org/v10?query=87783at7742	vitrin
88027at7742	Complete	ptg000049l	1385872	1434103	+	1167.5	610	https://www.orthodb.org/v10?query=88027at7742	arachidonate 5-lipoxygenase
88086at7742	Duplicated	ptg000390l	1695844	1721153	-	795.5	527	https://www.orthodb.org/v10?query=88086at7742	Protein arginine N-methyltransferase
88086at7742	Duplicated	ptg000397l	5976725	6001312	+	818.8	527	https://www.orthodb.org/v10?query=88086at7742	Protein arginine N-methyltransferase
88102at7742	Complete	ptg000036l	6613199	6630850	+	788.2	489	https://www.orthodb.org/v10?query=88102at7742	NF-kappa-B-repressing factor
88390at7742	Complete	ptg000869l	1707907	1734718	-	1151.4	570	https://www.orthodb.org/v10?query=88390at7742	TFIIH basal transcription factor complex helicase XPB subunit
88436at7742	Duplicated	ptg001444l	119565	125770	-	949.5	516	https://www.orthodb.org/v10?query=88436at7742	zinc finger and BTB domain-containing protein 17
88436at7742	Duplicated	ptg002845l	125047	131268	-	952.5	517	https://www.orthodb.org/v10?query=88436at7742	zinc finger and BTB domain-containing protein 17
88636at7742	Complete	ptg000002l	3248638	3405494	-	1481.6	721	https://www.orthodb.org/v10?query=88636at7742	VPS53, GARP complex subunit
88808at7742	Duplicated	ptg000795l	1559088	1627209	-	917.4	588	https://www.orthodb.org/v10?query=88808at7742	alpha-catulin
88808at7742	Duplicated	ptg001773l	1581264	1650544	-	957.1	588	https://www.orthodb.org/v10?query=88808at7742	alpha-catulin
88880at7742	Complete	ptg002448l	194430	227439	+	934.9	589	https://www.orthodb.org/v10?query=88880at7742	probable RNA-binding protein 19
89000at7742	Complete	ptg001375l	1224883	1247700	-	942.5	593	https://www.orthodb.org/v10?query=89000at7742	PR domain zinc finger protein 4
89229at7742	Missing
89391at7742	Complete	ptg002444l	109661	157618	-	969.8	646	https://www.orthodb.org/v10?query=89391at7742	glutamyl aminopeptidase
89615at7742	Duplicated	ptg000967l	509276	586007	+	1405.8	682	https://www.orthodb.org/v10?query=89615at7742	Tetratricopeptide repeat domain 13
89615at7742	Duplicated	ptg001963l	667586	744542	+	1406.2	682	https://www.orthodb.org/v10?query=89615at7742	Tetratricopeptide repeat domain 13
90151at7742	Complete	ptg000514l	1388010	1480093	-	1174.2	629	https://www.orthodb.org/v10?query=90151at7742	probable ATP-dependent RNA helicase DHX35
90360at7742	Complete	ptg000285l	2094558	2113219	-	1502.2	744	https://www.orthodb.org/v10?query=90360at7742	DNA ligase
90587at7742	Duplicated	ptg002333l	325726	392506	+	957.1	617	https://www.orthodb.org/v10?query=90587at7742	disintegrin and metalloproteinase domain-containing protein 19
90587at7742	Duplicated	ptg001250l	288081	354913	-	972.3	617	https://www.orthodb.org/v10?query=90587at7742	disintegrin and metalloproteinase domain-containing protein 19
90690at7742	Duplicated	ptg000793l	920551	1099394	-	1483.1	991	https://www.orthodb.org/v10?query=90690at7742	SET-binding protein
90690at7742	Duplicated	ptg000310l	1188445	1363133	-	1483.3	992	https://www.orthodb.org/v10?query=90690at7742	SET-binding protein
90735at7742	Complete	ptg000527l	847914	865726	+	1131.7	546	https://www.orthodb.org/v10?query=90735at7742	WD and tetratricopeptide repeats protein 1
90853at7742	Complete	ptg000414l	9022987	9053749	+	703.1	441	https://www.orthodb.org/v10?query=90853at7742	Centrosomal protein 97
91290at7742	Complete	ptg001931l	724496	735486	+	559.4	526	https://www.orthodb.org/v10?query=91290at7742	PHD and RING finger domain-containing protein 1 isoform X1
91371at7742	Complete	ptg001845l	718857	758870	+	672.9	516	https://www.orthodb.org/v10?query=91371at7742	neurochondrin
91440at7742	Duplicated	ptg002579l	286766	317417	+	1235.2	1050	https://www.orthodb.org/v10?query=91440at7742	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
91440at7742	Duplicated	ptg000167l	308775	339446	+	1235.4	1015	https://www.orthodb.org/v10?query=91440at7742	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
91624at7742	Duplicated	ptg001082l	693716	758447	+	1160.2	652	https://www.orthodb.org/v10?query=91624at7742	RAS guanyl-releasing protein 1
91624at7742	Duplicated	ptg000016l	638950	703933	-	1174.7	651	https://www.orthodb.org/v10?query=91624at7742	RAS guanyl-releasing protein 1
91638at7742	Complete	ptg000203l	917373	923784	-	832.9	663	https://www.orthodb.org/v10?query=91638at7742	Diacylglycerol kinase
91759at7742	Complete	ptg000020l:1694561-1971982	1694561	1724624	-	1358.6	637	https://www.orthodb.org/v10?query=91759at7742	Methylmalonyl-CoA mutase
91878at7742	Duplicated	ptg000775l	1757555	1761769	+	1052.9	561	https://www.orthodb.org/v10?query=91878at7742	Twinkle mtDNA helicase
91878at7742	Duplicated	ptg000138l	96134	100380	-	1054.6	561	https://www.orthodb.org/v10?query=91878at7742	Twinkle mtDNA helicase
92115at7742	Complete	ptg002615l	127894	134960	-	1083.5	618	https://www.orthodb.org/v10?query=92115at7742	DNA replication licensing factor MCM5
92370at7742	Complete	ptg000203l	1819763	1853395	+	1224.1	669	https://www.orthodb.org/v10?query=92370at7742	alpha-adducin isoform X1
